endid,endname,end_lat,end_long,geometry,zipcode
31423.0,Kansas Ave & Longfellow St NW,38.958126,-77.01384,POINT (-77.01384 38.958126),20011
31500.0,4th & W St NE,38.91901,-77.00066,POINT (-77.00066 38.91901),20002
31501.0,12th & Newton St NE,38.933666,-76.99101,POINT (-76.99101 38.933666),20017
31502.0,John McCormack Dr & Michigan Ave NE,38.9346,-76.9955,POINT (-76.99550000000001 38.9346),20310
31503.0,Florida Ave & R St NW,38.9126,-77.0135,POINT (-77.01349999999999 38.9126),20001
31504.0,10th & Monroe St NE,38.93244,-76.99302,POINT (-76.99302 38.93244),20017
31505.0,Eckington Pl & Q St NE,38.910973,-77.00495,POINT (-77.00494999999999 38.910973),20002
31506.0,1st & Rhode Island Ave NW,38.915417,-77.01229,POINT (-77.01228999999999 38.915417),20001
31507.0,1st & Washington Hospital Center NW,38.92876,-77.012344,POINT (-77.012344 38.92876),20310
31508.0,Gallaudet / 8th St & Florida Ave NE,38.90509,-76.9941,POINT (-76.9941 38.90509),20002
31509.0,New Jersey Ave & R St NW,38.91266,-77.01767,POINT (-77.01767 38.91266),20001
31510.0,18th St & Rhode Island Ave NE,38.927094,-76.97893,POINT (-76.97893000000001 38.927094),20018
31511.0,12th & Irving St NE,38.928642,-76.99095,POINT (-76.99095 38.928642),20017
31512.0,Neal St & Trinidad Ave NE,38.903732,-76.98721,POINT (-76.98721 38.903732),20002
31513.0,Rhode Island Ave & V St NE,38.918133,-77.00466,POINT (-77.00466 38.918133),20002
31514.0,Hamlin & 7th St NE,38.927498,-76.99719,POINT (-76.99719 38.927498),20017
31515.0,Fort Totten Metro,38.952366,-77.00269,POINT (-77.00269 38.952366),20011
31516.0,Rhode Island Ave Metro,38.92068,-76.99587,POINT (-76.99587 38.92068),20018
31517.0,Union Market,38.90791,-76.99707,POINT (-76.99706999999999 38.90791),20002
31518.0,New York Ave & Hecht Ave NE,38.915718,-76.983795,POINT (-76.983795 38.915718),20002
31519.0,1st & O St NW,38.90864,-77.01237,POINT (-77.01237 38.90864),20001
31520.0,24th & R St NE / National Arboretum,38.91263,-76.971924,POINT (-76.971924 38.91263),20002
31521.0,18th & Monroe St NE,38.93293,-76.979515,POINT (-76.97951500000001 38.93293),20018
31522.0,2nd St & Seaton Pl NE,38.914753,-77.00356,POINT (-77.00355999999999 38.914753),20002
31523.0,Lincoln Rd & Seaton Pl NE/Harry Thomas Rec Center,38.915,-77.0078,POINT (-77.0078 38.915),20002
31524.0,Montello Ave & Holbrook Terr NE,38.907444,-76.98682,POINT (-76.98681999999999 38.907444),20002
31525.0,Trinidad Rec Center,38.9063,-76.98322,POINT (-76.98322 38.9063),20002
31526.0,Rhode Island & Montana Ave NE,38.9243,-76.9859,POINT (-76.9859 38.9243),20018
31527.0,North Capitol & R St NE,38.912525,-77.0088,POINT (-77.00879999999999 38.912525),20002
31528.0,John McCormack Rd NE,38.93889,-76.99722,POINT (-76.99722 38.93889),20310
31529.0,Edgewood Rec Center,38.924072,-77.00214,POINT (-77.00214 38.924072),20002
